taxa	taxid	superkingdom	clade	kingdom	family	genus
Streptococcus infantarius	102684	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus marmotae	1825069	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus parasanguinis	1318	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Lactococcus protaetiae	2592653	Bacteria	Terrabacteria group	NA	Streptococcaceae	Lactococcus
Lactococcus paracarnosus	2749962	Bacteria	Terrabacteria group	NA	Streptococcaceae	Lactococcus
Lactobacillus sp. ESL0785	2983232	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Lactobacillus sp. JM1	2690380	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Leuconostoc lactis	1246	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Leuconostoc
Leuconostoc falkenbergense	2766470	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Leuconostoc
Weissella ceti	759620	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Weissella
Fructilactobacillus cliffordii	2940299	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Fructilactobacillus
Companilactobacillus allii	1847728	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Companilactobacillus
Ligilactobacillus animalis	1605	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Ligilactobacillus
Ligilactobacillus saerimneri	228229	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Ligilactobacillus
Limosilactobacillus oris	1632	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Limosilactobacillus
Loigolactobacillus backii	375175	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Loigolactobacillus
Levilactobacillus zymae	267363	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Levilactobacillus
Aerococcus urinaehominis	128944	Bacteria	Terrabacteria group	NA	Aerococcaceae	Aerococcus
Enterococcus durans	53345	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Enterococcus wangshanyuanii	2005703	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Tetragenococcus osmophilus	526944	Bacteria	Terrabacteria group	NA	Enterococcaceae	Tetragenococcus
Jeotgalibaca sp. MA1X17-3	2908211	Bacteria	Terrabacteria group	NA	Carnobacteriaceae	Jeotgalibaca
Clostridium sp. JN-1	2483110	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium drakei	332101	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium cellulovorans	1493	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium tyrobutyricum	1519	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium bornimense	1216932	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium saccharoperbutylacetonicum	36745	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Caloramator sp. E03	2576307	Bacteria	Terrabacteria group	NA	Clostridiaceae	Caloramator
Proteiniborus sp. MB09-C3	3050072	Bacteria	Terrabacteria group	NA	NA	Proteiniborus
Anaerobutyricum hallii	39488	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Anaerobutyricum
Anaeropeptidivorans aminofermentans	2934315	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Anaeropeptidivorans
Coprococcus comes	410072	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Coprococcus
Lacrimispora xylanolytica	29375	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Lacrimispora
Desulfosporosinus acidiphilus	885581	Bacteria	Terrabacteria group	NA	Desulfitobacteriaceae	Desulfosporosinus
Ruminococcus albus	1264	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Ruminococcus
Faecalibacterium sp. I3-3-33	2929492	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Faecalibacterium
Petroclostridium sp. X23	3045146	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Petroclostridium
Eubacterium sp. MSJ-33	2841528	Bacteria	Terrabacteria group	NA	Eubacteriaceae	Eubacterium
Alkalibacter rhizosphaerae	2815577	Bacteria	Terrabacteria group	NA	Eubacteriaceae	Alkalibacter
Acetobacterium woodii	33952	Bacteria	Terrabacteria group	NA	Eubacteriaceae	Acetobacterium
Desulfofarcimen acetoxidans	58138	Bacteria	Terrabacteria group	NA	Peptococcaceae	Desulfofarcimen
Gelria sp. Kuro-4	2796927	Bacteria	Terrabacteria group	NA	Thermoanaerobacteraceae	Gelria
Caldicellulosiruptor morganii	1387555	Bacteria	Terrabacteria group	NA	Caldicellulosiruptoraceae	Caldicellulosiruptor
Caldicellulosiruptor owensensis	55205	Bacteria	Terrabacteria group	NA	Caldicellulosiruptoraceae	Caldicellulosiruptor
Caldicellulosiruptor kronotskyensis	413889	Bacteria	Terrabacteria group	NA	Caldicellulosiruptoraceae	Caldicellulosiruptor
Halobacteroides halobius	42422	Bacteria	Terrabacteria group	NA	Halobacteroidaceae	Halobacteroides
Halothermothrix orenii	31909	Bacteria	Terrabacteria group	NA	Halothermotrichaceae	Halothermothrix
Anoxybacter fermentans	1323375	Bacteria	Terrabacteria group	NA	NA	Anoxybacter
Moorella sp. Hama-1	2138101	Bacteria	Terrabacteria group	NA	Moorellaceae	Moorella
Koleobacter methoxysyntrophicus	2751313	Bacteria	Terrabacteria group	NA	Koleobacteraceae	Koleobacter
Ezakiella massiliensis	1852374	Bacteria	Terrabacteria group	NA	NA	Ezakiella
Veillonella nakazawae	2682456	Bacteria	Terrabacteria group	NA	Veillonellaceae	Veillonella
Megasphaera elsdenii	907	Bacteria	Terrabacteria group	NA	Veillonellaceae	Megasphaera
Dialister massiliensis	2161821	Bacteria	Terrabacteria group	NA	Veillonellaceae	Dialister
Sporomusa termitida	2377	Bacteria	Terrabacteria group	NA	Sporomusaceae	Sporomusa
Phascolarctobacterium faecium	33025	Bacteria	Terrabacteria group	NA	Acidaminococcaceae	Phascolarctobacterium
[Clostridium] innocuum	1522	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	NA
Erysipelothrix sp. A18Y020d	2929157	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Erysipelothrix
Erysipelothrix piscisicarius	2485784	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Erysipelothrix
Turicibacter sp. H121	1712675	Bacteria	Terrabacteria group	NA	Turicibacteraceae	Turicibacter
Corynebacterium sp. FDAARGOS 1242	2778078	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium genitalium	38288	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium pseudopelargi	2080757	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium epidermidicanis	1050174	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium sphenisci	191493	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium comes	2675218	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium propinquum	43769	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium liangguodongii	2079535	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium glaucum	187491	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium segmentosum	43990	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium bovis	36808	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium singulare	161899	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium doosanense	1121358	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Mycolicibacterium fortuitum	1766	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium fallax	1793	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium baixiangningiae	2761578	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium pulveris	36813	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium anyangense	1431246	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium sediminis	1286180	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycobacterium colombiense	339268	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium mantenii	560555	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium sp. Aquia_216	2991729	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium sp. ELW1	1547487	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium sp. EPa45	1545728	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium kubicae	120959	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium lentiflavum	141349	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium heidelbergense	53376	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium florentinum	292462	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium pseudoshottsii	265949	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium leprae	1769	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium lacus	169765	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium basiliense	2094119	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium malmoense	1780	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium spongiae	886343	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium branderi	43348	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Rhodococcus sp. DMU1	2722825	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus sp. USK10	2789739	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus sp. P1Y	1302308	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Nocardia nova	37330	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Nocardia iowensis	204891	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Nocardia sp. CS682	1047172	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Nocardia cyriacigeorgica	135487	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Gordonia sp. X0973	2742602	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Gordonia sp. JH63	2698900	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Tomitella gaofuii	2760083	Bacteria	Terrabacteria group	NA	NA	Tomitella
Kocuria sp. BT304	1702043	Bacteria	Terrabacteria group	NA	Micrococcaceae	Kocuria
Arthrobacter sp. AQ5-05	2184581	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. YN	2020486	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sulfonylureivorans	2486855	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter agilis	37921	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter antioxidans	2895818	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter koreensis	199136	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Citricoccus muralis	169134	Bacteria	Terrabacteria group	NA	Micrococcaceae	Citricoccus
Glutamicibacter mishrai	1775880	Bacteria	Terrabacteria group	NA	Micrococcaceae	Glutamicibacter
Nesterenkonia sp. NBAIMH1	2600320	Bacteria	Terrabacteria group	NA	Micrococcaceae	Nesterenkonia
Pseudarthrobacter psychrotolerans	2697569	Bacteria	Terrabacteria group	NA	Micrococcaceae	Pseudarthrobacter
Pseudarthrobacter defluvii	410837	Bacteria	Terrabacteria group	NA	Micrococcaceae	Pseudarthrobacter
Psychromicrobium lacuslunae	1618207	Bacteria	Terrabacteria group	NA	Micrococcaceae	Psychromicrobium
Neomicrococcus aestuarii	556325	Bacteria	Terrabacteria group	NA	Micrococcaceae	Neomicrococcus
Microbacterium sp. TPU 3598	1938334	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. A18JL241	2782166	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. J1-1	2992441	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp.	51671	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium schleiferi	69362	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium oxydans	82380	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium chocolatum	84292	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sediminis	904291	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Curtobacterium sp. L6-1	2841594	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Curtobacterium sp. MCBD17_026	2175621	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Curtobacterium sp. MCPF17_052	2175655	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Curtobacterium sp. MCJR17_020	2175619	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Curtobacterium sp. MCLR17_032	2175650	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Curtobacterium sp. MR_MD2014	1561023	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Leucobacter luti	340320	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Leucobacter
Rathayibacter tritici	33888	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Rathayibacter
Rathayibacter iranicus	59737	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Rathayibacter
Gulosibacter sediminis	1729695	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Gulosibacter
Agromyces soli	659012	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Agromyces
Agromyces larvae	2929802	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Agromyces
Salinibacterium sp. ZJ70	2708084	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Salinibacterium
Salinibacterium hongtaonis	2079791	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Salinibacterium
Frigoribacterium sp. NBH87	2596916	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Frigoribacterium
Microcella sp. MMS21-STM12	2994971	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microcella
Leifsonia shinshuensis	150026	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Leifsonia
Pseudoclavibacter sp. Marseille-Q3772	2866588	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Pseudoclavibacter
Brevibacterium linens	1703	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Brevibacterium pigmentatum	1496080	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Serinicoccus marinus	247333	Bacteria	Terrabacteria group	NA	Ornithinimicrobiaceae	Serinicoccus
Ornithinimicrobium avium	2283195	Bacteria	Terrabacteria group	NA	Ornithinimicrobiaceae	Ornithinimicrobium
Ornithinimicrobium sp. HY1793	2934158	Bacteria	Terrabacteria group	NA	Ornithinimicrobiaceae	Ornithinimicrobium
Janibacter indicus	857417	Bacteria	Terrabacteria group	NA	Intrasporangiaceae	Janibacter
Brachybacterium sp. SGAir0954	2571029	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Brachybacterium
Brachybacterium ginsengisoli	1331682	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Brachybacterium
Brachybacterium kimchii	2942909	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Brachybacterium
Cellulomonas sp. S1-8	2904790	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Cellulomonas
Cellulomonas sp. H30R-01	2704467	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Cellulomonas
Pseudactinotalea sp. HY158	2654547	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Pseudactinotalea
Luteipulveratus mongoliensis	571913	Bacteria	Terrabacteria group	NA	Dermacoccaceae	Luteipulveratus
Tessaracoccus timonensis	2161816	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Tessaracoccus
Acidipropionibacterium virtanenii	2057246	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Acidipropionibacterium
Propionimicrobium sp. PCR01-08-3	3052086	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Propionimicrobium
Nocardioides sp. Kera G14	2884264	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides sp. dk884	2662361	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides sp. InS609-2	2760705	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides seonyuensis	2518371	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides piscis	2714938	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides aromaticivorans	200618	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides anomalus	2712223	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Aeromicrobium sp. A1-2	2107713	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Aeromicrobium
Kribbella sp. CA-293567	3002436	Bacteria	Terrabacteria group	NA	Kribbellaceae	Kribbella
Actinomyces sp. 432	2057798	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Actinomyces gaoshouyii	1960083	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Gleimia europaea	66228	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Gleimia
Boudabousia tangfeifanii	1912795	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Boudabousia
Micromonospora maris	1003110	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Micromonospora
Micromonospora terminaliae	1914461	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Micromonospora
Actinoplanes sp. SE50	2033844	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Actinoplanes
Actinocatenispora thailandica	227318	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Actinocatenispora
Phytohabitans suffuscus	624315	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Phytohabitans
Dactylosporangium aurantiacum	35754	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Dactylosporangium
Dactylosporangium fulvum	53359	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Dactylosporangium
Streptomyces sp. BSE6.1	2605730	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. 891-h	2720714	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. SM17	565560	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. Rer75	2750011	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. VN1	1821625	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. INR7	2607753	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. G7(2002)	2971798	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. SN-593	659352	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. HUAS CB01	3053466	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. CB09001	2083284	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. NEAU-sy36	2751189	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. VNUA116	3062449	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. KMM 9044	2744474	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. HL-66	2964669	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces malaysiensis	92644	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces qinzhouensis	2599401	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces dangxiongensis	1442032	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces vilmorinianum	3051092	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces antibioticus	1890	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces pristinaespiralis	38300	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces rectiverticillatus	173860	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces seoulensis	73044	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces ambofaciens	1889	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces deccanensis	424188	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces gilvosporeus	553510	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces liangshanensis	2717324	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces olivaceus	47716	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces collinus	42684	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces nojiriensis	66374	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces angustmyceticus	285578	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptantibioticus cattleyicolor	29303	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptantibioticus
Actinacidiphila bryophytorum	1436133	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Actinacidiphila
Nonomuraea gerenzanensis	93944	Bacteria	Terrabacteria group	NA	Streptosporangiaceae	Nonomuraea
Nonomuraea coxensis	404386	Bacteria	Terrabacteria group	NA	Streptosporangiaceae	Nonomuraea
Pseudonocardia sp. AL041005-10	445576	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Pseudonocardia
Pseudonocardia sp. EC080625-04	1096868	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Pseudonocardia
Amycolatopsis sp. Hca4	2742131	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Amycolatopsis
Amycolatopsis sp. WQ 127309	2932773	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Amycolatopsis
Amycolatopsis sp. CA-230715	2745196	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Amycolatopsis
Actinoalloteichus hoggarensis	1470176	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Actinoalloteichus
Kutzneria albida	43357	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Kutzneria
Kutzneria buriramensis	1045776	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Kutzneria
Saccharopolyspora spinosa	60894	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Saccharopolyspora
Saccharomonospora xinjiangensis	75294	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Saccharomonospora
Catenulispora acidiphila	304895	Bacteria	Terrabacteria group	NA	Catenulisporaceae	Catenulispora
Xiamenia xianingshaonis	2682776	Bacteria	Terrabacteria group	NA	Eggerthellaceae	Xiamenia
Lancefieldella sp. Marseille-Q7238	3022127	Bacteria	Terrabacteria group	NA	Atopobiaceae	Lancefieldella
Olsenella timonensis	1805478	Bacteria	Terrabacteria group	NA	Atopobiaceae	Olsenella
Leptogranulimonas caecicola	2894156	Bacteria	Terrabacteria group	NA	Kribbibacteriaceae	Leptogranulimonas
Collinsella aerofaciens	74426	Bacteria	Terrabacteria group	NA	Coriobacteriaceae	Collinsella
Collinsella sp. zg1085	2844380	Bacteria	Terrabacteria group	NA	Coriobacteriaceae	Collinsella
Coriobacterium glomerans	33871	Bacteria	Terrabacteria group	NA	Coriobacteriaceae	Coriobacterium
Baekduia alba	2997333	Bacteria	Terrabacteria group	NA	Baekduiaceae	Baekduia
Baekduia soli	496014	Bacteria	Terrabacteria group	NA	Baekduiaceae	Baekduia
Conexibacter woesei	191495	Bacteria	Terrabacteria group	NA	Conexibacteraceae	Conexibacter
Thermus scotoductus	37636	Bacteria	Terrabacteria group	NA	Thermaceae	Thermus
Deinococcus actinosclerus	1768108	Bacteria	Terrabacteria group	NA	Deinococcaceae	Deinococcus
Deinococcus psychrotolerans	2489213	Bacteria	Terrabacteria group	NA	Deinococcaceae	Deinococcus
Planktothrix pseudagardhii	132604	Bacteria	Terrabacteria group	NA	Microcoleaceae	Planktothrix
Crinalium epipsammum	241425	Bacteria	Terrabacteria group	NA	Gomontiellaceae	Crinalium
Euhalothece natronophila	577489	Bacteria	Terrabacteria group	NA	Halothecacae	Euhalothece
Gloeothece verrucosa	2546359	Bacteria	Terrabacteria group	NA	Aphanothecaceae	Gloeothece
Microcystis viridis	44822	Bacteria	Terrabacteria group	NA	Microcystaceae	Microcystis
Nostoc sp. UHCC 0870	2914041	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Nostoc sp. 'Peltigera membranacea cyanobiont' N6	1261031	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Calothrix sp. NIES-3974	2005462	Bacteria	Terrabacteria group	NA	Calotrichaceae	Calothrix
Synechococcus sp. NIES-970	1827144	Bacteria	Terrabacteria group	NA	Geminocystaceae	Picosynechococcus
Synechococcus sp. CBW1004	1353136	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Synechococcus sp. Minos11	221341	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Synechococcus sp. BIOS-U3-1	1400865	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Stanieria cyanosphaera	102116	Bacteria	Terrabacteria group	NA	Dermocarpellaceae	Stanieria
Kovacikia minuta	2931930	Bacteria	Terrabacteria group	NA	Leptolyngbyaceae	Kovacikia
Thermostichus lividus	33070	Bacteria	Terrabacteria group	NA	Thermostichaceae	Thermostichus
cyanobacterium endosymbiont of Epithemia turgida	718217	Bacteria	Terrabacteria group	NA	NA	NA
Mycoplasmopsis meleagridis	29561	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis gallopavonis	76629	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis bovirhinis	29553	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis pullorum	48003	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Mycoplasmopsis
Mycoplasma nasistruthionis	353852	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Ureaplasma urealyticum	2130	Bacteria	Terrabacteria group	NA	Mycoplasmoidaceae	Ureaplasma
Spiroplasma monobiae	2136	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
