taxa	taxid	superkingdom	clade	kingdom	family	genus
Azospirillum oryzae	286727	Bacteria	NA	NA	Azospirillaceae	Azospirillum
Thalassospira xiamenensis	220697	Bacteria	NA	NA	Thalassospiraceae	Thalassospira
Paraburkholderia edwinii	2861782	Bacteria	NA	NA	Burkholderiaceae	Paraburkholderia
Paraburkholderia caledonica	134536	Bacteria	NA	NA	Burkholderiaceae	Paraburkholderia
Kingella denitrificans	502	Bacteria	NA	NA	Neisseriaceae	Kingella
Conchiformibius steedae	153493	Bacteria	NA	NA	Neisseriaceae	Conchiformibius
Sulfuritortus calidifontis	1914471	Bacteria	NA	NA	Thiobacillaceae	Sulfuritortus
Aeromicrobium sp. Leaf245	1736306	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Aeromicrobium
Corynebacterium endometrii	2488819	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium terpenotabidum	89154	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Mycolicibacterium parafortuitum	39692	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Micrococcus sp. KBS0714	1179670	Bacteria	Terrabacteria group	NA	Micrococcaceae	Micrococcus
Sinomonas atrocyanea	37927	Bacteria	Terrabacteria group	NA	Micrococcaceae	Sinomonas
Salinibacterium sp. UTAS2018	2508880	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Salinibacterium
Plantibacter sp. M259	2583822	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Plantibacter
Agreia sp. COWG	2773266	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Agreia
Frondihabitans sucicola	1268041	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Frondihabitans
Brevibacterium aurantiacum	273384	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Brevibacterium sp. BRM-1	2999062	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Actinomyces howellii	52771	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Micromonospora sagamiensis	47875	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Micromonospora
Streptomyces liangshanensis	2717324	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces rimosus	1927	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Bifidobacterium pseudocatenulatum	28026	Bacteria	Terrabacteria group	NA	Bifidobacteriaceae	Bifidobacterium
Baekduia alba	2997333	Bacteria	Terrabacteria group	NA	Baekduiaceae	Baekduia
Deinococcus rubellus	1889240	Bacteria	Terrabacteria group	NA	Deinococcaceae	Deinococcus
Staphylococcus edaphicus	1955013	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Brochothrix thermosphacta	2756	Bacteria	Terrabacteria group	NA	Listeriaceae	Brochothrix
Leuconostoc gelidum	1244	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Leuconostoc
Carnobacterium viridans	174587	Bacteria	Terrabacteria group	NA	Carnobacteriaceae	Carnobacterium
Ornithobacterium rhinotracheale	28251	Bacteria	FCB group	NA	Weeksellaceae	Ornithobacterium
Sediminibacterium sp. TEGAF015	575378	Bacteria	FCB group	NA	Chitinophagaceae	Sediminibacterium
Campylobacter ureolyticus	827	Bacteria	NA	NA	Campylobacteraceae	Campylobacter
Occallatibacter riparius	1002689	Bacteria	NA	NA	Acidobacteriaceae	Occallatibacter
Propionibacterium phage PAC1	1690805	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Pahexavirus PHL114L00	1982287	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Pahexavirus PA6	1982269	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Pahexavirus PHL141N00	1982292	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Pleurotus ostreatus	5322	Eukaryota	Opisthokonta	Fungi	Pleurotaceae	Pleurotus
Coccidioides posadasii	199306	Eukaryota	Opisthokonta	Fungi	Onygenaceae	Coccidioides
Pseudomonas sp. B21-056	2895495	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. LBUM920	2126069	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas wadenswilerensis	1785161	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas monsensis	2745509	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas pergaminensis	2853159	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Acinetobacter variabilis	70346	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Enterobacter kobei	208224	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Serratia sp. FGI94	671990	Bacteria	NA	NA	Yersiniaceae	Serratia
Vibrio algicola	2662262	Bacteria	NA	NA	Vibrionaceae	Vibrio
Photobacterium sp. DA100	3027472	Bacteria	NA	NA	Vibrionaceae	Photobacterium
Pseudoalteromonas shioyasakiensis	1190813	Bacteria	NA	NA	Pseudoalteromonadaceae	Pseudoalteromonas
Aggregatibacter actinomycetemcomitans	714	Bacteria	NA	NA	Pasteurellaceae	Aggregatibacter
Kushneria konosiri	698828	Bacteria	NA	NA	Halomonadaceae	Kushneria
Cardiobacterium sp. Marseille-Q4385	2866573	Bacteria	NA	NA	Cardiobacteriaceae	Cardiobacterium
Rhizobium sp. N324	1703969	Bacteria	NA	NA	Rhizobiaceae	Rhizobium
Bradyrhizobium sp. CCBAU 53351	1325114	Bacteria	NA	NA	Nitrobacteraceae	Bradyrhizobium
Rhizorhabdus wittichii	160791	Bacteria	NA	NA	Sphingomonadaceae	Rhizorhabdus
Aquisediminimonas profunda	1550733	Bacteria	NA	NA	Sphingomonadaceae	Aquisediminimonas
Tsuneonella dongtanensis	692370	Bacteria	NA	NA	Erythrobacteraceae	Tsuneonella
Aliiroseovarius crassostreae	154981	Bacteria	NA	NA	Paracoccaceae	Aliiroseovarius
Phaeobacter porticola	1844006	Bacteria	NA	NA	Roseobacteraceae	Phaeobacter
Paraburkholderia phenoliruptrix	252970	Bacteria	NA	NA	Burkholderiaceae	Paraburkholderia
Burkholderia anthina	179879	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Burkholderia lata	482957	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Pandoraea faecigallinarum	656179	Bacteria	NA	NA	Burkholderiaceae	Pandoraea
Diaphorobacter sp. HDW4B	2714925	Bacteria	NA	NA	Comamonadaceae	Diaphorobacter
Paracidovorax avenae	80867	Bacteria	NA	NA	Comamonadaceae	Paracidovorax
Variovorax sp. PBS-H4	434008	Bacteria	NA	NA	Comamonadaceae	Variovorax
Sulfurimicrobium lacus	2715678	Bacteria	NA	NA	Sulfuricellaceae	Sulfurimicrobium
Corynebacterium confusum	71254	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium efficiens	152794	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Gordonia rubripertincta	36822	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Microbacterium binotii	462710	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Brevibacterium luteolum	199591	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Actinomyces weissii	675090	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Actinomyces trachealis	2763540	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Streptomyces flavofungini	68200	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Bifidobacterium breve	1685	Bacteria	Terrabacteria group	NA	Bifidobacteriaceae	Bifidobacterium
Amycolatopsis sp. WQ 127309	2932773	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Amycolatopsis
Candidatus Protofrankia datiscae	2716812	Bacteria	Terrabacteria group	NA	Frankiaceae	Protofrankia
Aquihabitans sp. Kera 3	2884263	Bacteria	Terrabacteria group	NA	Iamiaceae	Dermatobacter
Staphylococcus pettenkoferi	170573	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Jeotgalicoccus sp. ATCC 8456	946435	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Jeotgalicoccus
Abyssicoccus albus	1817405	Bacteria	Terrabacteria group	NA	Abyssicoccaceae	Abyssicoccus
Caldibacillus thermoamylovorans	35841	Bacteria	Terrabacteria group	NA	Bacillaceae	Caldibacillus
Bacillus subtilis	1423	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Heyndrickxia vini	1476025	Bacteria	Terrabacteria group	NA	Bacillaceae	Heyndrickxia
Latilactobacillus sakei	1599	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Latilactobacillus
Enterococcus casseliflavus	37734	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Vagococcus penaei	633807	Bacteria	Terrabacteria group	NA	Enterococcaceae	Vagococcus
Globicatella sanguinis	13076	Bacteria	Terrabacteria group	NA	Aerococcaceae	Globicatella
Elizabethkingia anophelis	1117645	Bacteria	FCB group	NA	Weeksellaceae	Elizabethkingia
Flavobacterium sp. KBS0721	1179672	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Geomonas subterranea	2847989	Bacteria	NA	NA	Geobacteraceae	Geomonas
Nitrospira sp. KM1	1936990	Bacteria	NA	NA	Nitrospiraceae	Nitrospira
Caldisphaera lagunensis	200415	Archaea	TACK group	NA	Caldisphaeraceae	Caldisphaera
Pahexavirus PHL132N00	1982291	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Pahexavirus PHL095N00	1982283	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Propionibacterium phage QueenBey	1654782	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Pahexavirus P104A	1982268	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Pahexavirus attacne	1982254	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Pandoravirus neocaledonia	2107708	Viruses	NA	NA	NA	Pandoravirus
Acinetobacter sp. LoGeW2-3	1808001	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter towneri	202956	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Pseudomonas sp. B21-059	2895496	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas fakonensis	2842355	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Halopseudomonas aestusnigri	857252	Bacteria	NA	NA	Pseudomonadaceae	Halopseudomonas
Denitrificimonas caeni	521720	Bacteria	NA	NA	Pseudomonadaceae	Denitrificimonas
Providencia sp. R33	2828763	Bacteria	NA	NA	Morganellaceae	Providencia
Rhodanobacter thiooxydans	416169	Bacteria	NA	NA	Rhodanobacteraceae	Rhodanobacter
Vibrio taketomensis	2572923	Bacteria	NA	NA	Vibrionaceae	Vibrio
Shewanella sp. ANA-3	94122	Bacteria	NA	NA	Shewanellaceae	Shewanella
Shewanella aegiceratis	2864203	Bacteria	NA	NA	Shewanellaceae	Shewanella
Halotalea alkalilenta	376489	Bacteria	NA	NA	Halomonadaceae	Halotalea
Endozoicomonas sp. GU-1	3009078	Bacteria	NA	NA	Endozoicomonadaceae	Endozoicomonas
Acidiferrobacter sp. SPIII_3	1281578	Bacteria	NA	NA	Acidiferrobacteraceae	Acidiferrobacter
Bartonella quintana	803	Bacteria	NA	NA	Bartonellaceae	Bartonella
Sphingobium sp. LF-16	2185111	Bacteria	NA	NA	Sphingomonadaceae	Sphingobium
Abyssibius alkaniclasticus	2881234	Bacteria	NA	NA	Paracoccaceae	Abyssibius
Sulfitobacter sp. BSw21498	664426	Bacteria	NA	NA	Roseobacteraceae	Sulfitobacter
Brevundimonas sp. M20	2591463	Bacteria	NA	NA	Caulobacteraceae	Brevundimonas
Phenylobacterium zucineum	284016	Bacteria	NA	NA	Caulobacteraceae	Phenylobacterium
Burkholderia vietnamiensis	60552	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Eleftheria terrae	1597781	Bacteria	NA	NA	NA	Eleftheria
Nitrogeniibacter mangrovi	2016596	Bacteria	NA	NA	Zoogloeaceae	Nitrogeniibacter
Mycobacterium dioxanotrophicus	482462	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Micrococcus yunnanensis	566027	Bacteria	Terrabacteria group	NA	Micrococcaceae	Micrococcus
Arthrobacter sp. zg-Y1110	2886932	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. zg-Y859	2964609	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Glutamicibacter arilaitensis	256701	Bacteria	Terrabacteria group	NA	Micrococcaceae	Glutamicibacter
Leucobacter sp. Psy1	2875729	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Leucobacter
Agromyces larvae	2929802	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Agromyces
Ornithinimicrobium avium	2283195	Bacteria	Terrabacteria group	NA	Ornithinimicrobiaceae	Ornithinimicrobium
Actinomyces procaprae	2560010	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Dactylosporangium roseum	47989	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Dactylosporangium
Thermobifida halotolerans	483545	Bacteria	Terrabacteria group	NA	Nocardiopsaceae	Thermobifida
Collinsella aerofaciens	74426	Bacteria	Terrabacteria group	NA	Coriobacteriaceae	Collinsella
Egibacter rhizosphaerae	1670831	Bacteria	Terrabacteria group	NA	Egibacteraceae	Egibacter
Deinococcus aquaticus	328692	Bacteria	Terrabacteria group	NA	Deinococcaceae	Deinococcus
Acetivibrio thermocellus	1515	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Acetivibrio
Porphyromonas asaccharolytica	28123	Bacteria	FCB group	NA	Porphyromonadaceae	Porphyromonas
Chryseobacterium sp. CY350	2997336	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Niastella koreensis	354356	Bacteria	FCB group	NA	Chitinophagaceae	Niastella
Pirellula staleyi	125	Bacteria	PVC group	NA	Pirellulaceae	Pirellula
Roseimaritima multifibrata	1930274	Bacteria	PVC group	NA	Pirellulaceae	Roseimaritima
Treponema pedis	409322	Bacteria	NA	NA	Treponemataceae	Treponema
Candidatus Saccharimonas aalborgensis	1332188	Bacteria	Bacteria candidate phyla	NA	Candidatus Saccharimonadaceae	Candidatus Saccharimonas
Thermosulfuriphilus ammonigenes	1936021	Bacteria	NA	NA	Thermodesulfobacteriaceae	Thermosulfuriphilus
Halobacterium noricense	223182	Archaea	Stenosarchaea group	NA	Halobacteriaceae	Halobacterium
Murine leukemia virus	11786	Viruses	Riboviria	Pararnavirae	Retroviridae	Gammaretrovirus
Pahexavirus PHL111M01	1982284	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Pahexavirus solid	1982306	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Pahexavirus procrass1	1982304	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Cyvirus anguillidallo1	3050136	Viruses	Duplodnaviria	Heunggongvirae	Alloherpesviridae	Cyvirus
Aspergillus clavatus	5057	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Aspergillus terreus	33178	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Aspergillus brasiliensis	319629	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Psychrobacter sp. PraFG1	2565531	Bacteria	NA	NA	Moraxellaceae	Psychrobacter
Psychrobacter sp. KCTC 72983	2733866	Bacteria	NA	NA	Moraxellaceae	Psychrobacter
Pseudomonas koreensis	198620	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas kielensis	2762577	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas shahriarae	2745512	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas entomophila	312306	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas solani	2731552	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Serratia symbiotica	138074	Bacteria	NA	NA	Yersiniaceae	Serratia
Thermomonas sp. HDW16	2714945	Bacteria	NA	NA	Lysobacteraceae	Thermomonas
Vibrio cholerae	666	Bacteria	NA	NA	Vibrionaceae	Vibrio
Rhizobium anhuiense	1184720	Bacteria	NA	NA	Rhizobiaceae	Rhizobium
Sphingobium fuliginis	336203	Bacteria	NA	NA	Sphingomonadaceae	Sphingobium
Burkholderia sp. IDO3	1705310	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Acidovorax radicis	758826	Bacteria	NA	NA	Comamonadaceae	Acidovorax
Hydrogenophaga taeniospiralis	65656	Bacteria	NA	NA	Comamonadaceae	Hydrogenophaga
Alcaligenes ammonioxydans	2582914	Bacteria	NA	NA	Alcaligenaceae	Alcaligenes
Microlunatus elymi	2596828	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Microlunatus
Corynebacterium sp. NML98-0116	702967	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Mycolicibacterium confluentis	28047	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Dietzia psychralcaliphila	139021	Bacteria	Terrabacteria group	NA	Dietziaceae	Dietzia
Pseudoclavibacter sp. Marseille-Q3772	2866588	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Pseudoclavibacter
Salinibacterium sp. dk2585	2603292	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Salinibacterium
Brachybacterium faecium	43669	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Brachybacterium
Streptomyces sp. Caat 7-52	2949637	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Bacillus luti	2026191	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus pacificus	2026187	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Mageeibacillus indolicus	884684	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Mageeibacillus
Miniphocaeibacter halophilus	2931922	Bacteria	Terrabacteria group	NA	Peptoniphilaceae	Miniphocaeibacter
Megamonas funiformis	437897	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Megamonas
Bulleidia sp. zg-1006	2806552	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Bulleidia
Kordia antarctica	1218801	Bacteria	FCB group	NA	Flavobacteriaceae	Kordia
Myroides cloacae	1852970	Bacteria	FCB group	NA	Flavobacteriaceae	Paenimyroides
Chryseobacterium gambrini	373672	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Mucilaginibacter sp. KACC 22773	3025671	Bacteria	FCB group	NA	Sphingobacteriaceae	Mucilaginibacter
Propionibacterium phage PA1-14	1747271	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Propionibacterium phage BruceLethal	1654740	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Pahexavirus PHL092M00	1982282	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Pahexavirus PHL308M00	1982302	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Alphapapillomavirus 11	337049	Viruses	Monodnaviria	Shotokuvirae	Papillomaviridae	Alphapapillomavirus
Penicillium rubens	1108849	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Penicillium
Paracoccidioides lutzii	1048829	Eukaryota	Opisthokonta	Fungi	NA	Paracoccidioides
Candida tropicalis	5482	Eukaryota	Opisthokonta	Fungi	Debaryomycetaceae	Candida
Pseudomonas sp. SO81	2983246	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas promysalinigenes	485898	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Acinetobacter sp. ACNIH2	1758189	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Morganella morganii	582	Bacteria	NA	NA	Morganellaceae	Morganella
Rhodanobacter sp. FDAARGOS 1247	2778082	Bacteria	NA	NA	Rhodanobacteraceae	Rhodanobacter
Mesorhizobium sp. L-8-3	2744522	Bacteria	NA	NA	Phyllobacteriaceae	Mesorhizobium
Qipengyuania citrea	225971	Bacteria	NA	NA	Erythrobacteraceae	Qipengyuania
Paracoccus kondratievae	135740	Bacteria	NA	NA	Paracoccaceae	Paracoccus
Rhodobacter capsulatus	1061	Bacteria	NA	NA	Paracoccaceae	Rhodobacter
Pukyongiella litopenaei	2605946	Bacteria	NA	NA	Paracoccaceae	Pukyongiella
Tritonibacter sp. AK171	3048493	Bacteria	NA	NA	Paracoccaceae	Tritonibacter
Brevundimonas sp. LM2	1938605	Bacteria	NA	NA	Caulobacteraceae	Brevundimonas
Brevundimonas sp. GW460-12-10-14-LB2	1827469	Bacteria	NA	NA	Caulobacteraceae	Brevundimonas
Acidocella sp. MX-AZ03	2697363	Bacteria	NA	NA	Acetobacteraceae	Acidocella
Pandoraea apista	93218	Bacteria	NA	NA	Burkholderiaceae	Pandoraea
Caballeronia grimmiae	1071679	Bacteria	NA	NA	Burkholderiaceae	Caballeronia
Polaromonas sp. JS666	296591	Bacteria	NA	NA	Comamonadaceae	Polaromonas
Pusillimonas thiosulfatoxidans	2028345	Bacteria	NA	NA	Alcaligenaceae	Pollutimonas
Thiobacillus denitrificans	36861	Bacteria	NA	NA	Thiobacillaceae	Thiobacillus
Nocardioides sp. InS609-2	2760705	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Micropruina glycogenica	75385	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Micropruina
Corynebacterium freneyi	134034	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Microbacterium sp. KACC 23027	3028316	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Agromyces sp. H17E-10	2932244	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Agromyces
Brevibacterium sp. W7.2	2823518	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Streptomyces sp. BPTC-684	3043734	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Fenollaria massiliensis	938288	Bacteria	Terrabacteria group	NA	NA	Fenollaria
Caproicibacterium amylolyticum	2766537	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Caproicibacterium
Desulforamulus reducens	59610	Bacteria	Terrabacteria group	NA	Peptococcaceae	Desulforamulus
Heliomicrobium modesticaldum	35701	Bacteria	Terrabacteria group	NA	Heliobacteriaceae	Heliomicrobium
Staphylococcus arlettae	29378	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus gallinarum	1293	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Priestia megaterium	1404	Bacteria	Terrabacteria group	NA	Bacillaceae	Priestia
Lactobacillus acidophilus	1579	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Erysipelothrix sp. HDW6B	2714929	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Erysipelothrix
Pahexavirus PAD20	1982271	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Pahexavirus lauchelly	1982257	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Stubburvirus LKA1	1985731	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Stubburvirus
Agrobacterium phage Atu_ph08	2024265	Viruses	Duplodnaviria	Heunggongvirae	NA	Roslyckyvirus
Aspergillus aculeatus	5053	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Clavispora lusitaniae	36911	Eukaryota	Opisthokonta	Fungi	Metschnikowiaceae	Clavispora
Leptomonas seymouri	5684	Eukaryota	Discoba	NA	Trypanosomatidae	Leptomonas
Pseudomonas sp. KNUC1026	2893890	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. LPH1	1898684	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. ArH3a	2862945	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. T1-3-2	2908006	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. 2hn	2866626	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. Cab53	2678258	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. Marseille-Q3773	2866592	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Acinetobacter pittii	48296	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. 10FS3-1	2563897	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. TAC-1	3027470	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter tibetensis	2943497	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Psychrobacter sp. 28M-43	2772254	Bacteria	NA	NA	Moraxellaceae	Psychrobacter
Thermomonas aquatica	2202149	Bacteria	NA	NA	Lysobacteraceae	Thermomonas
Salinicola sp. JS01	3050071	Bacteria	NA	NA	Halomonadaceae	Salinicola
Shewanella inventionis	1738770	Bacteria	NA	NA	Shewanellaceae	Shewanella
Marichromatium purpuratum	37487	Bacteria	NA	NA	Chromatiaceae	Marichromatium
Devosia sp.	1871048	Bacteria	NA	NA	Devosiaceae	Devosia
Sphingopyxis sp. MG	1866325	Bacteria	NA	NA	Sphingomonadaceae	Sphingopyxis
Qipengyuania sp. SS22	2979461	Bacteria	NA	NA	Erythrobacteraceae	Qipengyuania
Paracoccus sp. TOH	1263728	Bacteria	NA	NA	Paracoccaceae	Paracoccus
Paracoccus sediminicola	3017783	Bacteria	NA	NA	Paracoccaceae	Paracoccus
Gemmobacter aquarius	2169400	Bacteria	NA	NA	Paracoccaceae	Gemmobacter
Salipiger sp. CCB-MM3	1792508	Bacteria	NA	NA	Roseobacteraceae	Salipiger
Orientia tsutsugamushi	784	Bacteria	NA	NA	Rickettsiaceae	Orientia
Paraburkholderia sprentiae	948107	Bacteria	NA	NA	Burkholderiaceae	Paraburkholderia
Paraburkholderia sp. PGU19	2735434	Bacteria	NA	NA	Burkholderiaceae	Paraburkholderia
Caballeronia sp. SL2Y3	2878151	Bacteria	NA	NA	Burkholderiaceae	Caballeronia
Corynebacterium flavescens	28028	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Gordonia sp. YC-JH1	2059875	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Arthrobacter sp. NEB 688	904039	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. CJ23	2972479	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Paenarthrobacter aurescens	43663	Bacteria	Terrabacteria group	NA	Micrococcaceae	Paenarthrobacter
Microbacterium sp. zg-B185	3049070	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Isoptericola dokdonensis	372663	Bacteria	Terrabacteria group	NA	Promicromonosporaceae	Isoptericola
Brachybacterium halotolerans	2795215	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Brachybacterium
Nocardiopsis dassonvillei	2014	Bacteria	Terrabacteria group	NA	Nocardiopsaceae	Nocardiopsis
Clostridium scatologenes	1548	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Dorea longicatena	88431	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Dorea
Planococcus glaciei	459472	Bacteria	Terrabacteria group	NA	Planococcaceae	Planococcus
Latilactobacillus curvatus	28038	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Latilactobacillus
